Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,company_name,state,hq_same_loc,age,python,spark,aws,excel,tableau,sql,title_simple,seniority,desc_len,num_comp
Data Scientist,$212K-$331K (Glassdoor est.),"Responsibilities·
Analyze large datasets to glean actionable insights and identify emerging opportunities·
Create metrics to measure the success of products, services, and features.·
Use data mining and machine learning skills to design and develop products which drive engagement, growth, retention, and monetization.·
Develop and deploy scalable classification, regression, ranking, and optimization algorithms.·
Work with data engineers and other stakeholders in data products pipeline to enable automation of the data-driven products.·
Communicate both routine and ad-hoc data analysis results in a clear, insightful and actionable way.
Minimum Qualifications ·
BA/BS in Statistics, Computer Science, Math or other related technical fields.·
2+ years prior research, data science, or engineering experience in building and implementing recommender systems, machine learning models/algorithms, etc.·
Excellent programming skills - ability to prototype effective simple or complex algorithms and collaborate with engineering team to implement them in the production system·
Familiarity with or willingness to learn large-scale distributed computing tools (Hadoop, Hive, etc.)
Preferred Qualifications ·
PhD or MSc degrees in Statistics, Computer Science, Math or other related technical field. ·
Proficient in R or Python. ·
Familiar with or have contributed to open source machine learning tools/platforms.·
First author publications in top-tier conferences or journals.
Powered by JazzHR",4,"IntelliPro Group Inc.
4.1","Santa Clara, CA","Santa Clara, CA",201 to 500 employees,-1,Company - Private,-1,-1,$10 to $25 million (USD),-1,212,331,271.5,IntelliPro Group Inc.,CA,1,-1,1,0,0,1,0,0,data scientist,0,1491,0
Data Research Scientists,$212K-$331K (Glassdoor est.),"CyberCube delivers the most comprehensive cyber insurance analytics platform for the insurance industry.

We are solely focused on solving the hardest cyber risk challenges with world-class analytics. Our team is composed of multi-disciplinary experts across data science, cyber security, software engineering, modeling and commercial insurance. CyberCube offers products for cyber risk aggregation modeling and insurance underwriting. CyberCube leverages the threat intelligence from the world’s leading cyber security company, Symantec, along with several other data sources.

CyberCube is headquartered in San Francisco, California. We are backed by ForgePoint Capital (the world’s largest venture capital fund dedicated to cyber security early stage investing), HSCM (premier insurance and insurtech investor) and Symantec Ventures.

Develop mathematical and statistical methods to collect, organize, and interpret data. Build and enhance analytical data models and machine learning algorithms to identify cyber risk patterns within data. May perform additional duties that are similar and consistent with stated position requirements.
Qualified candidates must possess a doctorate degree (PhD) in Mathematics, Statistics, Systems Engineering, or closely related field plus 1 year of experience. Of the required experience, must have 1 year of experience in each of the following:
Of the required experience, must have 1 year of experience in each of the following:
Big data technology
Crime assessment and prediction models
End-to-end (front-end and back-end) demonstrations of machine learning models
Natural Language Processing and Sentiment Analysis
Temporal Machine Learning Modeling
Send resume to info@cybcube.com or
CyberCube Analytics, Inc.
58 Maiden Lane, 3rd Floor
San Francisco, CA 94108

CyberCube Analytics, Inc. is an equal opportunity employer. We don’t tolerate discrimination against age, gender, gender identity, gender expression, sexual orientation, race, color, nationality, ethnicity, religion, disability, veteran status, protected genetic information or political affiliation.",5,"CyberCube
5.0","San Francisco, CA","San Francisco, CA",51 to 200 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,212,331,271.5,CyberCube,CA,1,-1,0,0,0,0,0,0,data scientist,0,2105,0
Data Scientist,$212K-$331K (Glassdoor est.),"RAPP NY is looking for a Data Scientist

to join our award-winning Technology team.


ABOUT RAPP

Our purpose

We are the agency absolutely, utterly, fiercely focused on the individual. We use our data, technology and creative smarts to make meaningful, connections with every single person a brand knows.

Our family

We are part of the OPMG group, which is in turn a part of Omnicom. This group also includes Critical Mass, Targetbase, Proximity, Credera, and sparks&honey and other well-known agencies.

Our home

Hint: a very famous, kryptonite-allergic news reporter used to work in this building. RAPP is located in the historic News Building at 220 E. 42nd St, where Christopher Reeve's Superman was filmed.

Our clients

From binge watching to business building and everything in between, we provide smart solutions for companies like Lilly, Charter, SAP, Pfizer, and American Family Insurance.

ABOUT YOU

You have 1-3 years of experience in a data science, data engineering, software engineering or statistics role. Additionally, a graduate degree is preferred. You should also have strong knowledge of R/Python programming, SQL, Cognos and/or other OLAP solutions.

You should have experience with unstructured data and APIs, and expertise in machine language/machine learning You also analyze large and small internal and external datasets to extract actionable insights and know how to develop statistical models to drive targeting, messaging and strategic decision-making.

You have experience with media mix modelling, multi touch attribution modelling, disparate data sets (customer database, marketing behavior, social data, qualitative research data, macro-economic data, etc.) to expose brand realities, market opportunities, and potential marketing strategies.

In your career, you have provided actionable insights, algorithms and computational solutions to real-world marketing challenges through the application of technology-based mathematical methods. Working with financial services or banking clients is a plus.

What else? Maybe you're a movie aficionado. Or maybe you have an impressively large vinyl collection? We'd love to know what makes you, you.",3,"RAPP
3.2","New York, NY","New York, NY",501 to 1000 employees,1965,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"R/GA, MRM",212,331,271.5,RAPP,NY,1,55,1,1,0,0,0,1,data scientist,0,2180,2
Data Scientist,$212K-$331K (Glassdoor est.),"Title : - Data Scientist

Location : - Sunnyvale CA / NJ

Duration : - Contract
A good candidate has to show Excellent knowledge of the principles of machine learning, linear algebra, statistics and programming (Python).

Experience in using recurrent neural networks and using convolutional neural networks.

Needs to understand the basics of regularization, etc.

Knowledge / Experience of hypothesis testing.",3,"Enterprise Solutions Inc
3.9","Sunnyvale, CA","Naperville, IL",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,212,331,271.5,Enterprise Solutions Inc,CA,0,20,1,0,0,1,0,0,data scientist,0,411,0
Data Scientist,$212K-$331K (Glassdoor est.),"Description

The Data Scientist is responsible for processing, cleaning, and analyzing large volumes of data to develop business solutions for a wide variety of clients and projects. This position performs tasks utilizing statistics, machine learning, programming, and data modeling to discover information, recognize patterns and trends to address business problems.
Develop and apply data solutions for cleansing data to remove errors and review consistency.
Perform analysis of data to discover information, business value, patterns and trends in support to guide development of asset business solutions.
Gather data, find patterns and relationships and create prediction models to evaluate client assets.
Conduct research and apply existing data science methods to business line problems.
Monitor client assets and perform predictive and root cause analysis to identify adverse trends; choose best fit methods, define algorithms, and validate and deploy models to achieve desired results.
Produce reports and visualizations to communicate technical results and interpretation of trends; effectively communicate findings and recommendations to all areas of the business.
All other duties as assigned
Qualifications
Bachelor's degree in Analytics, Computer Science, Information Systems, Statistics, Math, or related field from an accredited program required. Master's degree preferred.
Minimum 6 years related experience.
Related consulting experience preferred.
Experience working with SQL, R, Java, Python, SAS, SPSS required.
Experience in data mining and predictive analytics.
Experience in machine learning and predictive algorithms.
Experience in data visualization.
Ability to work with team members and clients to assess needs, provide assistance, and resolve problems.
Strong problem-solving and analytical skills.
Strong attention to detail.
Excellent verbal/written communication, and the ability to present and explain technical concepts to business audiences.
EEO/Minorities/Females/Disabled/Veterans

Job Business Analysts

Primary Location US-MO-Kansas City

Travel: Yes, 10 % of the Time

About Burns & McDonnell

Burns & McDonnell is making the world a better place every day. When we take on some of the world’s toughest challenges, we’re putting the industry’s best thinking to work, striving to create amazing success for our clients and amazing careers for our employee-owners. Our staff of more than 7,000 engineers, architects, construction professionals, scientists, consultants and business professionals is constantly growing.

We have offices and projects across the U.S. and around the globe. We are proud to rank among FORTUNE magazine’s 100 Best Companies to Work For. Our culture, powered by 100% employee ownership, plays a major role in getting us there. Each employee brings a high level of commitment to every project. Clients have shown their appreciation of this dedication, rewarding us with a 90% repeat business rate and decades-long partnerships. That’s pretty cool for a firm that started as a small engineering consulting shop back in 1898.

At Burns & McDonnell, you’ll have the opportunity to make a difference while fulfilling your personal and professional ambitions. Our entrepreneurial culture lets you guide your destiny and shape the path your career travels. And with hundreds of service specialties, your career and development options are endless.

Are you ready to create amazing?

Burns & McDonnell is an Equal Opportunity Employer Minorities/Females/Disabled/Veterans

Req ID: 192734

#LI-EF #T&D",3,"Burns & McDonnell
3.8","Kansas City, MO","Kansas City, MO",5001 to 10000 employees,1898,Company - Private,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),"Bechtel Jacobs, Black & Veatch, HNTB",212,331,271.5,Burns & McDonnell,MO,1,122,1,0,0,1,0,1,data scientist,0,3555,3
Data Scientist,$69K-$117K (Glassdoor est.),"The Data Scientist in Diversity and Inclusion will be part of a team working on ground floor change that will continue to strengthen St. Judes culture and work environment. We are looking for someone who is very analytical, has strong critical thinking skills, and is a strong communicator. This position will be responsible for using data to unlock trends, build predicative analytics, and provide key insights that are critical for the success of St. Jude operations. Using the data and trends, the selected individual will be presenting charts, graphs, and presentations to St. Jude management teams. The individual will collaborate with other Data Scientists at St. Jude and members of the Diversity and Inclusion team to gain domain knowledge across all areas of the hospital. If this position excites you, please apply and we look forward to reviewing your application.

Perform all data pre-processing steps including but not limited to collecting data in collaboration with Data Engineers, data cleansing, normalization, feature selection and dimensionality reduction

Develop machine learning models or use stochastic models

Document all technical and business aspects associated with each project
Master's degree in Statistics/Mathematics/Business Analytics or related fields is required
Four (4) years of experience in data analytics/reporting required, with at least two (2) of those years of experience in exclusive data science role.
Two (2) years in a data scientist role required with a doctoral degree (PhD)
Must possess implementation experience of data science solutions using R/Python/Scala, Matlab, RapidMiner, SAS, Spark, Excel or related technologies
Clinical/Health Care domain experience preferred
Strong background in statistical analysis and root cause analysis is preferred
Strong verbal and written communication skills is preferred
R/Python/Data Scientist/other related certifications preferred
St. Jude is an Equal Opportunity Employer

No Search Firms:


St. Jude Children's Research Hospital does not accept unsolicited assistance from search firms for employment opportunities. Please do not call or email. All resumes submitted by search firms to any employee or other representative at St. Jude via email, the internet or in any form and/or method without a valid written search agreement in place and approved by HR will result in no fee being paid in the event the candidate is hired by St. Jude.",4,"St. Jude Children's Research Hospital
4.6","Memphis, TN","Memphis, TN",1001 to 5000 employees,1962,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),"Le Bonheur Childrens Medical Center, Dana-Farber Cancer Institute, MD Anderson Cancer Center",69,117,93.0,St. Jude Children's Research Hospital,TN,1,58,1,1,0,1,0,0,data scientist,0,2435,3
Data Scientist - Intermediate,$69K-$117K (Glassdoor est.),"Basic Qualifications:

Master in Statistics, Data Science, Math, Statistical Genetics, or other related quantitative discipline Fully proficiency with Python, R, and SQL Experience with database, data wrangling, statistical models, machine learning methods, and their proper application to different data

Preferred Qualifications:

Ph.D. in Statistics, Data Science, Statistical Genetics, or other related quantitative discipline Minimum of 1 year experience applied statistical models and machine learning methods within an industrial or academic setting Passionate about extracting quantitative insights from data and apply them to crop modeling frameworks Basic knowledge in agriculture with very strong computational skills Strong analytical, effective and creative problem-solving ability to develop quick yet sound solutions to resolve complex issues",4,"Envision LLC
4.5","Saint Louis, MO","Saint Louis, MO",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,69,117,93.0,Envision LLC,MO,1,26,1,0,0,0,0,1,data scientist,0,857,0
Data Scientist,$69K-$117K (Glassdoor est.),"Overview

Good people, working with good people, for our common good.

Sound good?

KeHE-a natural, organic, specialty and fresh food distributor-is all about ""good"" and is growing, so there's never been a more exciting time to join our team. If you're enthusiastic about working in an environment with a people-first culture and an organization committed to good living, good food and good service, we'd love to talk to you!

Primary Responsibilities

The Data Scientist will be at the forefront of KeHE's movement towards being a technological leader in the food distribution industry. This role will help shape the future by utilizing their knowledge and expertise of machine learning and big data to challenge the status quo and provide creative solutions to business problems. We are looking for an experienced data professional to employ data science approaches to a variety of business problem throughout the data life cycle including data acquisition, ETL, analysis and final product development.

Essential Functions
Research, build and maintain machine learning applications including structured and unstructured data, regression, classification, dimensionality reduction, and clustering
Collect, structure and analyze internal and external data sources with scalability in mind
Control data science projects from end to end with the ability to communicate results to upper management and key stakeholders
Identify and implement improvements in existing tools or processes using advanced technological approaches
Serve as the resident data expert and share best practices/approaches for machine learning techniques, big data, data modeling, and cloud computing
Minimum Requirements, Qualifications, Additional Skills, Aptitude
Bachelor's Degree in a quantitative field (Applied Mathematics, Statistics, Economics, Computer Science) or related fields
5+ years of experience in data analytics, business analytics or business intelligence
1+ years of experience designing and implementing machine learning solutions that drive business value
Excellent understanding of machine learning models such as regression, classification (logistic regression, naïve Bayes and tree-based models) and clustering (k-means and hierarchical)
Experience in feature engineering, dimensionality reduction and data manipulation to feed machine learning models
Ability to employ machine learning and predictive models to derive actionable business insights and value using data
Proven history of owning analytics projects from initial problem discovery through final solution
Proficient programing experience using Python, R or SAS with a focus on data wrangling and machine learning
Experienced in writing complex queries to extract and write data using SQL
Effectively communicate and present results of analysis using visualization tools such as Tableau, Power BI or Qlikview
Experience integrating external data via APIs or web scraping
Preferred Experience and Abilities:
Master's Degree in a quantitative field (Data Science, Applied Mathematics, Statistics, Econometrics)
Exposure to big data tools such as Spark, Scala or Hadoop
Understanding of cloud computing environments and tools (AWS/MS Azure)
Basic understanding of artificial intelligence models (neural networks, deep learning, Bayesian networks)
Understanding of Natural Language Processing (NLP) techniques
Understanding of Time Series analysis techniques
Requisition ID

2020-7576",2,"Kehe
2.6","Naperville, IL","Naperville, IL",5001 to 10000 employees,1954,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,"United Natural Foods, US Foods, DPI Specialty Foods",69,117,93.0,Kehe,IL,1,66,1,1,1,1,1,1,data scientist,0,3437,3
Data Scientist,$69K-$117K (Glassdoor est.),"Data Scientist

Location: San Francisco, California, United States

Salary: US$160000 - US$161000 per annum + competitive

Sectors: Data and Business Intelligence

Job Type: Permanent

Apply for this Job
An exciting opportunity for a talented Data Scientist to form the foundation of our centralized data science team. Successful candidates will have extensive backgrounds in a quantitative fields and s track record of using data to drive the understanding, growth, and the success of a product. As a member of this team, you will be empowered and motivated to drive business impact through data.

As a Data Scientist , You Will
Apply statistics techniques to improve the experimentation platform and process.
Apply economics methodologies to understand and improve the two-sided marketplace.
Apply optimization techniques to improve the logistics and overall user experiences.
Apply machine learning techniques to improve operation.

Required Skills & Experience
Advanced degree in a quantitative field.
A minimum of 3 years of Data Science experience in technology or research industry.
Proficient in Python or R

Preferred Skills
Demonstrated track record of successful projects in applying quantitative techniques to improve a product or business.
5+ years work experience in technology or research industry.
Domain expert in one of the fields: statistics, machine learning, optimization, and economics.

Sthree US is acting as an Employment Agency in relation to this vacancy.

Apply for this Job",3,"Huxley
3.1","San Francisco, CA","London, United Kingdom",201 to 500 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,69,117,93.0,Huxley,CA,0,25,1,0,0,0,0,0,data scientist,0,1502,0
Personal Lines Product and Data Analyst,$69K-$117K (Glassdoor est.),"Summary of Responsibilities

Works closely with all members of the Personal Lines team to provide support for the profit and growth strategies of the Personal Lines product(s). Collaborates with other Analysts, Managers, and the Director of Personal Lines Products and Analytics. Researches the rates, coverages, and underwriting position of key competitors and the Personal Lines market in general. Assists in the maintenance and analysis of existing data sources and reports. Identifies and evaluates new and emerging data sources for potential use. Researches policy form working to ensure compliance with regulatory changes and/or emerging issues in the industry. Develops new reports and key performance metrics. Interacts with State Insurance Departments to gain approval for Product filings. Collaborates with other business functions, such as Actuarial, Sales, Marketing, and Claims to arrive at thorough solutions to broad issues. Engages with technical resources to complete necessary system-related changes, including the testing of changes within the affected system. Interacts with third parties to effectively integrate the products and services that support Personal Lines.

Preferred Experience and Skills
3 years experience in Personal Lines Underwriting or Product or Data Management role
Verbal and written communication and interpersonal skills
Ability to perform highly detailed and analytical work
Ability to work independently and to meet deadlines
Advanced knowledge of MS Excel and Word
Preferred Education and Training
Bachelor’s degree in Business, Insurance or related field
Associate in Personal Insurance (API) designation",3,"West Bend Mutual Insurance Co.
3.4","West Bend, WI","West Bend, WI",1001 to 5000 employees,1894,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),"State Farm, Acuity Insurance",69,117,93.0,West Bend Mutual Insurance Co.,WI,1,126,0,0,0,1,0,0,data analyst,0,1652,2
"Senior Scientist - Group Lead, Cancer Biology",$69K-$117K (Glassdoor est.),"Senior Scientist - Group Lead, Cancer Biology
Location: Cambridge, MA
We are seeking an energetic and self-motivated PhD scientist to join a team of scientists working towards discovery of unique anti-cancer compounds for the treatment of targeted patient populations. The candidate will be a highly creative cancer biologist with a strong desire to succeed at the highest level. This individual will lead drug discovery projects in a team environment and direct the activities of research associates under their supervision.
Principal Duties and Responsibilities
Independently design, execute and interpret cell based experiments to optimize compound selection and explore therapeutic potential of drug targets.
Lead drug discovery biology efforts to selection of lead candidate molecules and transition into clinical development
Design and develop cell and molecular assays to define mechanism of action for compounds, identify pharmacodynamic assays for utility in pre-clinical and clinical setting and test patient selection strategies
Utilize literature and internal genomics data sets to design and test hypothesis for drug targets
Interpret, present and report research findings at internal meeting an external scientific conferences
Manage and direct the activities of a group of research associates
Design strategies for cloning fusion reporter gene vectors, identify CROs to perform cloning and manage execution of the work.
Generated and maintain reporter cell lines
Perform viability assays, western blotting, and/or flow cytometry/FACS to analyze effect of small molecules on reporter expression
Validation of hits from high-throughput screens using medium-throughput plate based cellular assays, and high content cellular imaging assays. Strong understanding and hands-on experience with high content microscopy
Capability to develop, run and troubleshoot new assays in a high-throughput environment
Lead projects in the area of pooled cDNA or shRNA screens and NGS
Job Qualifications:
Ph.D equivalent in cell/molecular biology, Cancer Biology or genetics with 0-3 years industrial experience or MS with 10+ years of experience
Previous history of drug discovery with in Cancer Biology application
Experience with state of the art molecular biology methods and assays essential to drive projects such as transfection and transduction techniques and working with pooled cDNA or shRNA libraries
Experience developing multi channel FACS based screening assays
Proven track record for striving for high level of innovation and scientific excellence
Excellent management, training and education skills
Excellent interpersonal skills with a proven record of empowering world class science and energizing teams
Flexibility to accommodate to rapidly changing priorities and deadlines
Ability to work in a team-based environment
Excellent oral and written communication skills
Interested Candidates may forward CV and Cover Letter to Careers-US-AT-MonterosaTx.com
Monte Rosa Therapeutics rational approach in targeting disease-causing proteins for degradation will deliver pioneering therapies for cancer and other diseases. Delivering this new generation of treatments to the patients requires a conceptual change. Monte Rosa recognizes this urgent need and is missioned to develop innovative protein degraders as a solution. Combining deep knowledge, insight and leading-edge science, our integrated engine is built for that purpose.",-1,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,-1,-1,-1,-1,-1,-1,69,117,93.0,Monte Rosa Therapeutics,MA,0,-1,0,0,0,1,0,0,data scientist,1,3440,0
Data Scientist,$69K-$117K (Glassdoor est.),"Description:

Position Requires a Top Secret (TS/SCI) Clearance with a Polygraph.

The Contractor shall provide for the tasks documented in this narrative on a best effort, Level of Effort (LOE) basis with the number of FTE listed under labor categories. The hours shall be managed at the overall requirement level.
The Sponsor has a mission need for additional support to enable and grow existing automation efforts, add additional data streams, and drive forward natural language processing efforts.
The Sponsor seeks a Data Scientist to focus on the Sponsor’s business analytics, metrics collection, and analysis efforts. The Sponsor’s management team requires a data scientist to characterize the Sponsor’s work force demographics, workforce productivity and output, and the value of collection to the analytic workforce.
The Contractor shall work with the Sponsor and stakeholders to establish search profiles, working data sets, and configurations to support metrics analysis.
The Contractor shall design and implement advanced code and table configurations for complex data sets. The Contractor shall compile data analysis and conduct needs assessments using deployed tools. The Contractor shall stay current with the Sponsor’s enterprise metadata collection tools. The Contractor shall produce ad hoc metrics reports to answer immediate needs. The Contractor shall employ the Sponsor’s existing coordination process.

Estimated Salary:
Position Level: Level 3 – Senior
Salary Range: Up to $170,000.00 per year

B4Corp Estimated Salary Ranges:
Position Level Min Salary Max Salary
Level 1 – Subject Matter Expert $160,000 $215,000
Level 2 – Expert $140,000 $195,000
Level 3 – Senior $110,000 $170,000
Level 4 – Full Performance $60,000 $100,000

Mandatory Requirements:

Demonstrated professional experience using the scripting language Python.

Demonstrated experience with machine learning.

Demonstrated professional experience with analytic methods and tools in: applied mathematics, data modeling or probability and statistics.

Demonstrated experience using advanced Microsoft Excel methods.

Demonstrated professional experience with SQL in Oracle.

Demonstrated experience presenting complex, technical findings.

Demonstrated experience working with diverse data types.

Demonstrated professional experience with version control systems, such as Github.

Demonstrated experience with data science techniques or formal data science training.

Optional Requirements:

Demonstrated experience with developing data visualizations.

Demonstrated experience with creative problem solving skills to address procedural and administrative issues within the assigned problem set.

Demonstrated experience with web analytics processing and procedures.

Demonstrated familiarity with Amazon Web Services infrastructure.

Demonstrated familiarity with Amazon Web Services’ native data science capabilities.

B4CORP Company Information

B4Corp is a small defense contracting company that focuses on providing an optimum environment for mission-focused, highly-skilled consultants to support the United States of America’s intelligence community and other defense organizations. B4Corp provides a low overhead, highly efficient, high salary environment that allows employees to excel at meeting the client’s needs. B4Corp is looking for information technology professionals that have a high sense of personal responsibility, self-motivation, and mission drive.

B4Corp’s dedication and care for its employees is reflected in the outstanding compensation and benefits B4Corp provides. Our salaries are second to none. B4Corp’s benefits reflect the company’s policy of putting the employees first. Our health insurance demonstrates this with 100% employer coverage and providing employees with a plan that has $0 copay, 0% coinsurance and an HSA that can allow employees to accrue health savings for the future. B4Corp’s maximum flexibility comp / makeup time policy, along with the company’s cafeteria-style benefit plan that allows employees to maximize their benefit dollars, reflects B4Corp’s commitment to its employees.

Compensation:
Outstanding Salaries
Retirement:
Full Vanguard 401k Plan – Featuring a full scope of investment options
– 100% employer matched contribution up to 6% of employee’s salary
– Ability to max out 401k savings $57k ($63.5k if over 50)
Employees receive B4Corp phantom stock each year (2-year vesting period)
Insurance 100% Employer-Paid Premiums:
United Health Care Choice Plus HSA POS Gold 1500 w/HSA
– Employer funded HSA to cover 100% health care deductible
– Health insurance: $0 copay, $0 co-insurance. Full scope protection for you and your family!
– 100% employer premium coverage for single and family
Health Equity HSA – B4Corp contributes $1500.00 for single and $3000.00 for family into your Health Equity HSA to cover 100% of your health care deductible.
Mutual of Omaha Dental VSP Vision Insurance Mutual of Omaha short-term disability (60% of salary up to $2,000.00/week)
Mutual of Omaha long-term disability (60% of salary up to $10,000.00/month)
Mutual of Omaha life insurance ($200,000.00)
Employee Referral Bonus:
Refer a friend or a coworker and receive $2,000 per year for every year the person works for B4CORP
Paid Time Off (PTO):
Seven weeks of leave per year (including ten federal holidays)
Ability to purchase 2 additional weeks of vacation
Flexible work schedule with comp time (with customer approval)
Tuition and Training:
Free CBTNuggets Online Training Account
– More than 200 online IT courses on a large variety of topics, including networking, security, virtualization, and the cloud — from trusted vendors such as Cisco, Microsoft, and Google.
– Train anytime, anywhere, and on a variety of devices – even offline!
– Transcender® Practice Exams
– Virtual Labs
Free L inux Academy Online Training Account
Internal Tracking -J949",-1,B4Corp,"Reston, VA","Leesburg, VA",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,69,117,93.0,B4Corp,VA,0,-1,1,0,0,1,0,1,data scientist,0,5897,0
Data Scientist,$69K-$117K (Glassdoor est.),"About Infinitive:

At Infinitive, we do mission-critical work for great companies. We specialize in digital marketing and digital advertising solutions, customer data & analytics, digital & business transformation, and Technology solutions. Our Technology solutions focus on Managed Cloud Services, Cloud Enablement, Digital Operations, Application Development, DevOps, Product Development, Cloud Security, Data Science and Analytics, AI/ML, IoT, and everything in between.

Our experts are results-obsessed, focused and flexible, highly engaged and hugely experienced having sat in our clients seats. Those qualities are what make us different than old-school consulting shops. And surely, they are why clients and partners describe us as the gold standard in client experience.

Infinitive has been named a Best Small Firms to Work For by Consulting Magazine seven times, a Washington Post Top Workplace three times, a Washington Business Journal Best Places to Work twice, and is a seven time winner of Virginia Business Best Places to Work.

About this Role:

Infinitive is growing its team in the Northern Virginia area and is currently seeking a Data Scientist to join our growing Technology practice. This person will utilize their experience in analytics, IoT, machine learning, and artificial intelligence advances to create value from structured and unstructured data. The ideal candidate has experience designing novel data analytic methods and workflows, including full data pipelines from raw data through analysis results. They must also have exposure to a variety of data mining/data analysis methods, data tools, building and implementing models, using/creating algorithms, and creating/running simulations.

We are looking for candidates who are accountable, passionate, assertive, proactive, open & honest, results oriented, and adaptable. Each project engagement represents a new challenge that will give you exposure to new clients, business issues, technologies, and people and will involve a range of responsibilities to include:
Developing in Java, Python, R, or other high-level languages.
Managing disparate data sources with varying data structures of content and preparing these for data science and machine learning applications.
Working with distributed scalable Big Data storage, processing, and computation, including AWS EMR, Spark, etc.
Implementation knowledge of, or desire to learn AWS / Azure data science capabilities.
Developing solutions and integrating and extending free and Open-source software (FOSS) or COTS products.
Conduct MapReduce programming with Apache Hadoop, the Hadoop Distributed File System (HDFS), and processing large data stores.
Knowledge of SQL and query languages.
Utilize real-time, large-scale data processing engine, including Apache Spark.
Lead and create Data Science and Analytics methodologies and frameworks for implementation.
Ability to build and develop Data Science demonstrations for clients
Qualifications:
3+ years of development experience (Java, Python, R)
2+ years of experience with distributed scalable Big Data storage, including AWS EMR, Spark, etc.
Desire to become AWS / Azure Certified architect / engineer.
Interest in being involved internally and growing a small business (entrepreneurial spirit)
Ability to travel (up to 20%) and to work independently
Ability to commute to client site
Experience using Agile software development methods in a DevOps environment.
Excellent leadership, peer management, and communication skills
Management consulting experience (preferred)
Bachelor's degree
Applicants for employment in the U.S. must possess work authorization which does not require sponsorship by the employer for a visa.

Infinitive is an Equal Opportunity Employer.

Powered by JazzHR",3,"Infinitive Inc
3.4","McLean, VA","Cedar Rapids, IA",201 to 500 employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,69,117,93.0,Infinitive Inc,VA,0,23,1,1,1,1,0,1,data scientist,0,3779,0
